codigo,spread_bps,spread_bruto_bps,pu,taxa
AALM12,82.8,82.8,1026.598825,0.8282
AALR13,,,,
ABSP12,146.3,146.3,1005.407565,1.4634
ACOV15,143.2,143.2,1045.527651,1.4324
ADPA21,252.7,252.7,1093.770258,2.5268
AEGE16,700.3,700.3,918.707012,7.0031
AEGE17,692.0,692.0,928.66693,6.9202
AEGP17,416.3,416.3,328.856797,4.1632
AEGP19,460.6,460.6,973.904621,4.6063
AEGPA4,503.0,503.0,1061.126707,5.0297
AEGPA9,498.7,498.7,1006.095348,4.9874
AEGPB3,509.2,509.2,912.984228,5.0921
AEGPB5,492.8,492.8,954.82694,4.9281
AEGPB7,421.8,421.8,996.881543,4.2185
AERI11,,,121.233621,
AERI12,,,182.222105,
AESLA8,57.3,57.3,1015.074091,0.5729
AGAU13,449.0,449.0,509.463769,4.4903
AGPI11,,,,
ALGAA2,118.9,118.9,1048.01498,1.1892
ALGTA5,115.1,115.1,1040.376217,1.1512
ALGTA6,121.1,121.1,1026.402092,1.2107
ALPA22,60.4,60.4,1078.265797,0.6037
ALTF11,66.4,66.4,507.26053,0.6644
AMBP16,,,153.909907,
ANHBA5,71.2,71.2,1058.113688,0.7125
ANHBA6,75.2,75.2,1027.930179,0.7522
ANIM15,166.3,166.3,1071.907712,1.6631
ANIM17,177.3,177.3,1063.341981,1.7727
ANIM18,188.6,188.6,993.199057,1.8861
APPSB2,145.0,145.0,640.780536,1.45
APRB28,79.9,79.9,434.444087,0.7993
ARML13,236.7,236.7,1073.24529,2.3666
ARML14,277.2,277.2,986.24968,2.7722
ARML15,304.2,304.2,949.473493,3.0421
ARML25,340.3,340.3,933.154503,3.4026
ARML26,321.1,321.1,1016.693914,3.2113
ARTRA1,157.8,157.8,339.47605,1.5782
ARTRA4,204.4,204.4,1034.222258,2.0436
ARTRA5,216.3,216.3,1008.458576,2.1627
ASAI18,237.7,237.7,1044.446144,2.3767
ASAI19,267.4,267.4,982.431037,2.674
ASAI22,238.6,238.6,1060.487175,2.3863
ASAI28,267.4,267.4,1036.643092,2.6739
ASAIA0,255.2,255.2,1021.715322,2.5518
ASAIA1,284.5,284.5,973.689723,2.8448
ASAIA2,283.1,283.1,1011.717358,2.8314
ASAIA3,281.8,281.8,1016.764355,2.8181
AURE13,101.6,101.6,988.766157,1.0164
AZZA11,128.6,128.6,1008.542659,1.2858
AZZA12,160.8,160.8,1015.94718,1.6075
BCBF16,832.5,832.5,632.736993,8.3255
BCPSA4,41.4,41.4,1031.558734,0.4143
BCPSA6,48.4,48.4,1005.936998,0.4844
BKBR19,170.6,170.6,1080.046265,1.7058
BRIT11,113.6,113.6,687.687171,1.1356
BRIT12,134.0,134.0,1049.813061,1.3403
BRKMA6,,,451.14505,
BRKMA8,,,457.602887,
BRKMB6,,,459.198617,
BRKMB8,,,458.861354,
BRKPA0,253.7,253.7,391.223681,2.5371
BRKPA2,291.3,291.3,1035.720709,2.9127
BRKPA3,285.9,285.9,1029.320044,2.8592
BRKPA4,292.2,292.2,969.938674,2.922
BRMLA1,64.5,64.5,1023.72522,0.6455
BRMLB1,73.3,73.3,1035.116403,0.7332
BRST14,162.5,162.5,1059.203669,1.6255
BSA312,61.3,61.3,10676.941389,0.6133
BSA318,51.3,51.3,1059.791198,0.5129
BSA319,57.4,57.4,1041.96084,0.5737
BSA3A0,42.5,42.5,1014.319523,0.4252
BTGH18,130.1,130.1,1060.631698,1.3009
CAEC13,172.6,172.6,1016.141254,1.7259
CAEC22,130.9,130.9,1075.057378,1.3094
CAEC32,150.9,150.9,1090.558896,1.5089
CAMLA1,170.1,170.1,1072.03129,1.7012
CAMLB1,167.7,167.7,1072.459127,1.6769
CASN13,259.0,259.0,867.485814,2.5896
CASN14,343.6,343.6,981.092963,3.4362
CBAN22,104.5,104.5,900.960027,1.0453
CBOH11,164.6,164.6,1014.204927,1.6456
CBRDA8,,,187.028385,
CBRDB8,,,367.953662,
CCROA7,59.7,59.7,1043.641459,0.5965
CDAR11,171.4,171.4,1013.098949,1.7139
CDES12,135.7,135.7,1027.098282,1.3573
CEAB13,129.3,129.3,1047.505837,1.2929
CEAB14,126.5,126.5,1005.400266,1.2653
CEAB22,118.3,118.3,812.663603,1.1833
CEBD14,117.8,117.8,1030.963257,1.1779
CEBD25,97.5,97.5,1068.624297,0.9746
CEEBA3,94.1,94.1,1004.880875,0.9414
CEEBA6,157.5,157.5,1035.288522,1.5755
CEEBA7,84.2,84.2,1072.662052,0.8418
CEEBA8,87.0,87.0,1056.270477,0.8702
CEEBB3,117.3,117.3,1008.538789,1.1733
CEEBB4,94.8,94.8,1018.592498,0.9478
CEEBB8,87.8,87.8,1062.488906,0.8784
CEED16,80.7,80.7,1036.971221,0.8073
CEED18,75.9,75.9,1012.244745,0.7588
CEED28,91.1,91.1,1007.567195,0.911
CEEDA0,89.9,89.9,993.258144,0.8988
CEMTE2,80.5,80.5,1059.103775,0.8053
CEPEA1,89.2,89.2,1005.365499,0.8919
CEPEA3,84.2,84.2,1072.65317,0.8422
CEPEA4,97.6,97.6,1019.200508,0.9764
CEPEB1,91.5,91.5,1013.974038,0.9148
CEPEB2,106.5,106.5,1016.070064,1.0654
CERO19,69.2,69.2,1006.841428,0.6916
CEROA2,89.4,89.4,1053.988689,0.8937
CEROB2,101.9,101.9,1055.903697,1.0194
CESE22,122.2,122.2,774.608653,1.2224
CESPA4,104.1,104.1,1008.110724,1.0407
CGASA3,51.1,51.1,1060.827037,0.5114
CGBP14,90.2,90.2,945.26285,0.9021
CGOS15,83.4,83.4,1018.142844,0.834
CGOS17,84.4,84.4,1034.538238,0.8443
CGOS18,85.4,85.4,1019.280975,0.8541
CGOS19,82.6,82.6,1064.671456,0.8263
CGOSA1,95.0,95.0,991.294615,0.9502
CHSF12,72.7,72.7,1005.955119,0.727
CHSF14,86.7,86.7,1014.446727,0.8672
CHSF24,93.7,93.7,1020.699279,0.9365
CHTH11,66.9,66.9,1044.222674,0.669
CIEL17,45.5,45.5,1050.954279,0.4548
CIEL18,54.7,54.7,1065.233452,0.5466
CIEL19,50.1,50.1,998.697464,0.5013
CLCD16,96.1,96.1,1076.932316,0.9611
CLCD17,95.8,95.8,1039.142282,0.9579
CLCD18,85.4,85.4,1025.862297,0.8544
CLII12,183.7,183.7,977.144738,1.8365
CLIS11,171.7,171.7,1055.515559,1.7167
CLMOA4,87.0,87.0,1062.988505,0.8699
CMGD18,91.6,91.6,1058.439373,0.9163
CMGD19,146.6,146.6,534.70196,1.4659
CMGDA0,66.5,66.5,1028.500225,0.6648
CMGDA1,83.6,83.6,1004.392107,0.8358
CMGDA2,79.6,79.6,1017.639117,0.7956
CMGDA3,68.6,68.6,1001.534989,0.6864
CMGDB3,80.0,80.0,1002.862967,0.8003
CMGTA0,70.8,70.8,1013.02675,0.7077
CMPH14,,,432.17951,
CMTR19,74.5,74.5,706.645466,0.7445
COCEA2,105.5,105.5,1065.974147,1.0553
COGNA4,153.2,153.2,1067.440898,1.5324
COGNA5,132.4,132.4,1022.370147,1.3236
COGNB2,151.7,151.7,1068.855332,1.5165
COLNA3,95.2,95.2,1033.935934,0.9525
COMR16,196.5,196.5,1005.302694,1.9651
CPFGA3,80.7,80.7,1009.423977,0.8067
CPFPA6,66.8,66.8,538.891848,0.6684
CPFPA8,68.4,68.4,1012.412698,0.6843
CPFPB8,72.3,72.3,1012.395694,0.7234
CPGT17,84.1,84.1,502.780487,0.8407
CPGT18,82.6,82.6,1055.823807,0.8261
CPGT19,55.5,55.5,1003.784479,0.5545
CPGT29,73.0,73.0,1003.103964,0.7297
CPGT39,93.6,93.6,1005.336452,0.9356
CPGTA0,60.3,60.3,1025.137483,0.6028
CPGTB0,89.2,89.2,1021.829899,0.8918
CPLD19,74.8,74.8,1057.953418,0.7478
CPLD27,90.4,90.4,1068.424759,0.9037
CPLD38,145.2,145.2,1071.968457,1.4525
CPLDA0,65.6,65.6,1031.943269,0.6559
CPLDB0,80.8,80.8,1028.913841,0.8084
CPREA0,69.1,69.1,1063.289299,0.6911
CPTE12,89.5,89.5,717.979383,0.8955
CSAN15,284.9,284.9,993.543426,2.8485
CSAN18,324.4,324.4,994.460368,3.2438
CSAN23,313.5,313.5,992.508608,3.1348
CSAN24,327.1,327.1,1026.435231,3.271
CSANA0,323.7,323.7,998.060853,3.2373
CSANA1,276.0,276.0,1006.672958,2.7601
CSANA2,318.6,318.6,1087.40395,3.1859
CSANB0,322.6,322.6,974.331958,3.2263
CSANB1,363.0,363.0,960.38437,3.6302
CSANB2,310.3,310.3,1092.180706,3.1035
CSANC1,349.9,349.9,939.978129,3.4995
CSANC2,329.7,329.7,1078.076895,3.2967
CSED12,119.8,119.8,1034.640651,1.1977
CSMGA7,84.8,84.8,902.539576,0.8475
CSMGA8,106.8,106.8,1018.064651,1.0684
CSMGA9,98.8,98.8,999.953585,0.9884
CSMGB0,100.6,100.6,1010.143934,1.0061
CSMGB6,78.0,78.0,156.455586,0.7804
CSMGD1,101.9,101.9,983.082287,1.0189
CSNAA1,1831.9,1831.9,833.033043,18.3187
CSNAA2,1551.1,1551.1,934.381823,15.5106
