codigo,spread_bps,spread_bruto_bps,pu,taxa
AALM12,81.4,81.4,1094.547201,0.8141
AALR13,,,,
ABSP12,160.1,160.1,1072.719296,1.6005
ADPA21,255.5,255.5,1079.393579,2.5549
AEGE16,347.9,347.9,1021.559258,3.479
AEGE17,351.4,351.4,1042.074714,3.5143
AEGP17,174.0,174.0,716.827268,1.7399
AEGP19,185.9,185.9,1075.821029,1.8592
AEGPA4,227.9,227.9,1083.310963,2.2787
AEGPA9,269.7,269.7,1040.785622,2.6974
AEGPB3,244.2,244.2,989.437759,2.4424
AEGPB5,236.3,236.3,1022.076273,2.3631
AEGPB7,231.6,231.6,1014.812938,2.3156
AERI11,,,125.733988,
AERI12,,,170.676545,
AESLA8,54.3,54.3,1004.396519,0.5431
AGAU13,437.0,437.0,502.744956,4.3698
AGPI11,179.9,179.9,1038.110786,1.7992
ALGAA2,110.2,110.2,1037.475603,1.1021
ALGTA5,111.2,111.2,1029.6934,1.1118
ALGTA6,117.9,117.9,1015.725526,1.1785
ALPA22,73.4,73.4,1062.564074,0.7342
ALTF11,92.6,92.6,520.20935,0.926
AMBP16,,,179.543619,
ANHBA5,66.3,66.3,1047.726995,0.6626
ANHBA6,66.8,66.8,1019.697005,0.6684
ANIM15,160.3,160.3,1059.797942,1.603
ANIM17,166.2,166.2,1052.843149,1.6619
ANIM18,174.0,174.0,1049.557675,1.7401
APPSB2,129.3,129.3,634.444859,1.2934
APRB28,75.0,75.0,429.650068,0.7496
ARML13,181.0,181.0,1073.669544,1.8104
ARML14,206.5,206.5,997.927927,2.0652
ARML15,222.9,222.9,1044.162653,2.2288
ARML25,295.8,295.8,1018.693382,2.9576
ARML26,270.7,270.7,1019.504296,2.7066
ARTRA1,120.1,120.1,336.542035,1.2009
ARTRA4,170.5,170.5,1025.714648,1.7049
ARTRA5,168.4,168.4,1086.779702,1.6842
ASAI18,363.5,363.5,1012.196997,3.6352
ASAI19,361.1,361.1,1028.315643,3.6112
ASAI22,299.9,299.9,1038.245337,2.9993
ASAI28,364.2,364.2,1002.116161,3.6419
ASAIA0,302.3,302.3,998.475853,3.0226
ASAIA1,326.1,326.1,1028.695682,3.2606
ASAIA2,324.2,324.2,987.536885,3.2424
ASAIA3,368.7,368.7,982.66492,3.6872
AURE13,93.1,93.1,1053.231404,0.9311
AZZA11,124.2,124.2,1075.575824,1.2416
AZZA12,146.9,146.9,1007.89318,1.4688
BCBF16,834.6,834.6,673.587298,8.3462
BCPSA4,48.1,48.1,1019.507968,0.4807
BCPSA6,43.4,43.4,1068.808001,0.434
BKBR19,169.9,169.9,1066.992321,1.6995
BRIT11,84.2,84.2,681.367193,0.8424
BRIT12,116.8,116.8,1041.946559,1.1683
BRKMA6,,,434.380651,
BRKMA8,,,435.031325,
BRKMB6,,,427.489322,
BRKMB8,,,456.592498,
BRKPA0,169.3,169.3,417.869425,1.6933
BRKPA2,214.7,214.7,1040.448601,2.1474
BRKPA3,211.1,211.1,1036.123684,2.111
BRKPA4,205.1,205.1,1058.8376,2.0513
BRMLA1,59.7,59.7,1013.950589,0.5965
BRMLB1,76.6,76.6,1021.690279,0.7663
BRST14,144.0,144.0,1052.255071,1.4397
BSA312,76.1,76.1,10513.736198,0.7608
BSA318,50.0,50.0,1048.163753,0.5004
BSA319,59.5,59.5,1029.550649,0.5947
BSA3A0,47.1,47.1,1001.585984,0.4712
BTGH18,113.4,113.4,1051.899157,1.1336
CAEC13,166.2,166.2,1006.334127,1.6623
CAEC22,130.0,130.0,1062.536613,1.3001
CAEC32,170.3,170.3,1070.800347,1.7029
CAMLA1,127.7,127.7,1066.814477,1.2771
CAMLB1,133.0,133.0,1065.843614,1.3298
CASN13,256.0,256.0,897.784218,2.5596
CASN14,257.8,257.8,998.219723,2.5777
CBAN22,89.0,89.0,894.962481,0.8903
CBOH11,155.8,155.8,1015.99224,1.5579
CBRDA8,,,162.222167,
CBRDB8,,,315.474221,
CCROA7,56.9,56.9,1032.443616,0.5686
CDAR11,171.2,171.2,1081.845166,1.7121
CEAB13,123.3,123.3,1035.879339,1.2328
CEAB14,100.0,100.0,999.198385,1.0
CEAB22,97.4,97.4,804.777965,0.9739
CEBD14,131.2,131.2,1016.58886,1.3125
CEBD25,101.5,101.5,1055.315551,1.0149
CEEBA3,100.2,100.2,1069.893398,1.0016
CEEBA6,156.1,156.1,1023.143719,1.5608
