codigo,spread_bps,spread_bruto_bps,pu,taxa
AALM12,72.5,72.5,1088.45524,0.7245
ABSP12,148.4,148.4,1066.488486,1.4841
ACOV15,152.2,152.2,1029.222069,1.5225
ADPA21,235.4,235.4,1045.002643,2.3545
AEGE16,537.2,537.2,954.245545,5.3725
AEGE17,538.5,538.5,968.852083,5.3845
AEGP17,154.4,154.4,357.228012,1.5436
AEGP19,268.7,268.7,1063.140414,2.6868
AEGPA4,278.7,278.7,1070.910079,2.7865
AEGPA9,269.6,269.6,1038.173483,2.6956
AEGPB3,331.1,331.1,958.258656,3.3114
AEGPB5,331.0,331.0,993.249583,3.3099
AEGPB7,223.7,223.7,1010.161143,2.2369
AERI11,,,120.856097,
AERI12,,,145.432445,
AESLA8,40.1,40.1,1004.022714,0.4014
AGAU13,,,,
AGPI11,,,,
ALGAA2,110.9,110.9,1033.077727,1.1087
ALGTA5,102.4,102.4,1030.03079,1.0237
ALGTA6,113.8,113.8,1013.664925,1.1379
ALPA22,106.7,106.7,1049.664156,1.0674
AMBP16,,,188.377952,
ANHBA5,50.1,50.1,1050.550827,0.5015
ANHBA6,56.1,56.1,1021.662622,0.5609
ANIM15,197.1,197.1,789.169669,1.9711
ANIM17,203.8,203.8,1043.726552,2.0375
ANIM18,214.1,214.1,1049.588454,2.1413
APFL18,270.6,270.6,999.438106,2.706
APPSB2,138.4,138.4,504.649579,1.3844
APRB28,66.6,66.6,321.497771,0.666
ARML13,300.6,300.6,1043.754418,3.0056
ARML14,373.6,373.6,942.874983,3.7362
ARML15,397.0,397.0,983.963364,3.9697
ARML25,436.3,436.3,961.627114,4.3633
ARML26,390.8,390.8,986.072954,3.9075
ARTRA1,166.4,166.4,333.89339,1.6642
ARTRA4,253.5,253.5,674.749519,2.5352
ARTRA5,250.3,250.3,1068.038182,2.5027
ASAI18,242.5,242.5,1030.194809,2.4254
ASAI19,231.9,231.9,1053.186069,2.3189
ASAI22,248.9,248.9,1045.381731,2.489
ASAI28,236.4,236.4,1029.112754,2.3637
ASAIA0,250.8,250.8,1011.330714,2.5076
ASAIA1,248.2,248.2,1045.94788,2.4823
ASAIA2,234.1,234.1,1012.696112,2.3412
ASAIA3,236.6,236.6,1015.704717,2.3661
AURE13,76.2,76.2,1055.013757,0.7623
AXIAA0,61.7,61.7,1026.990967,0.6174
AXIAB0,69.9,69.9,1031.354635,0.6988
AZZA11,145.5,145.5,1064.920303,1.4548
AZZA12,146.6,146.6,1006.057364,1.4662
AZZA13,202.0,202.0,1006.851338,2.0201
BCBF16,460.9,460.9,700.970979,4.6094
BCPSA4,26.1,26.1,1014.170299,0.2607
BCPSA6,35.2,35.2,1065.385242,0.3521
BKBR19,156.5,156.5,531.943145,1.5651
BRIT11,93.7,93.7,339.499123,0.9372
BRIT12,129.0,129.0,1034.987722,1.2896
BRKMA6,,,465.707198,
BRKMA8,,,456.471693,
BRKMB6,,,471.503582,
BRKMB8,,,467.81734,
BRKPA0,203.7,203.7,417.835533,2.0371
BRKPA2,244.0,244.0,1027.50909,2.4399
BRKPA3,250.6,250.6,1020.224983,2.5063
BRKPA4,267.4,267.4,1042.340174,2.6735
BRKPA5,217.7,217.7,996.838653,2.1774
BRMLA1,40.5,40.5,1017.454933,0.4048
BRMLB1,51.3,51.3,1029.99236,0.5132
BRST14,156.5,156.5,1046.434098,1.5648
BSA312,39.6,39.6,10582.993531,0.3964
BSA318,35.0,35.0,1047.194495,0.3505
BSA319,49.5,49.5,1029.877881,0.4949
BSA3A0,33.0,33.0,1074.255329,0.3298
BTGH18,107.5,107.5,1049.090858,1.0747
CAEC13,130.2,130.2,1018.050705,1.3015
CAEC22,116.2,116.2,1059.149395,1.1623
CAEC32,125.3,125.3,1080.159657,1.2526
CAMLA1,367.2,367.2,1027.862025,3.6718
CAMLB1,333.2,333.2,1032.560544,3.3325
CASN13,326.0,326.0,717.808557,3.26
CASN14,172.6,172.6,1010.441347,1.7261
CBAN22,83.6,83.6,885.929818,0.8358
CBOH11,143.2,143.2,1013.585382,1.4317
CBRDB8,,,395.204245,
CDAR11,155.4,155.4,1076.529403,1.5544
CDES12,138.0,138.0,1018.566111,1.38
CDGS26,76.8,76.8,1037.501922,0.7684
CEAB13,122.5,122.5,1030.876566,1.2254
CEAB14,84.9,84.9,999.676602,0.8488
CEAB22,68.8,68.8,537.172092,0.6881
CEAP15,80.3,80.3,1058.524473,0.8035
CEAP16,80.0,80.0,1011.350569,0.8002
CEBD14,114.2,114.2,1014.749067,1.1422
CEBD25,100.3,100.3,1050.616382,1.0029
CEEBA3,83.8,83.8,1063.832659,0.8375
CEEBA6,147.6,147.6,1020.59798,1.4756
CEEBA7,73.6,73.6,1058.85528,0.7364
CEEBA8,61.8,61.8,1047.115718,0.6183
CEEBB3,108.4,108.4,1069.888066,1.0837
CEEBB8,68.9,68.9,1053.227008,0.6891
CEED16,62.5,62.5,1026.560681,0.6245
CEED18,56.0,56.0,1076.434697,0.56
CEEDA0,76.8,76.8,1056.047694,0.7685
CEEDA1,82.1,82.1,1051.940079,0.8213
CEMTE2,56.2,56.2,1047.187204,0.5623
CEPEA1,89.3,89.3,1064.048348,0.8933
CEPEA3,75.4,75.4,1058.523404,0.7536
CEPEA4,91.6,91.6,1080.348829,0.9161
