codigo,spread_bps,spread_bruto_bps,pu,taxa
AALM12,76.0,76.0,1039.360039,0.7598
AALR13,,,,
ABSP12,146.4,146.4,1016.811892,1.4641
ACOV15,150.6,150.6,1055.411423,1.5063
ADPA21,238.3,238.3,1109.078102,2.3831
AEGE16,515.8,515.8,991.083804,5.1577
AEGE17,544.8,544.8,995.122638,5.4478
AEGP17,262.5,262.5,337.461842,2.6249
AEGP19,343.7,343.7,1000.759807,3.4374
AEGPA4,341.8,341.8,1008.7181,3.4178
AEGPA9,338.2,338.2,1052.833279,3.3822
AEGPB3,388.1,388.1,965.03784,3.8807
AEGPB5,386.3,386.3,1000.195847,3.8626
AEGPB7,302.2,302.2,1028.818309,3.0216
AERI11,,,,
AERI12,,,,
AESLA8,48.5,48.5,1027.975734,0.4848
AGAU13,455.4,455.4,516.147926,4.5537
AGPI11,,,,
ALGAA2,109.1,109.1,1061.532861,1.0915
ALGTA5,105.3,105.3,1055.583605,1.0534
ALGTA6,111.0,111.0,1042.121924,1.1096
ALPA22,59.0,59.0,1090.120414,0.5895
ALTF11,60.8,60.8,512.890375,0.6078
AMBP16,,,,
ANHBA5,57.6,57.6,1002.377465,0.5763
ANHBA6,64.2,64.2,1043.50889,0.642
ANIM15,148.2,148.2,757.452508,1.4817
ANIM17,151.0,151.0,1004.290204,1.5096
ANIM18,152.7,152.7,1013.73785,1.5272
APPSB2,139.5,139.5,648.457099,1.395
APRB28,67.7,67.7,439.491708,0.6766
ARML13,232.4,232.4,1006.349005,2.324
ARML14,255.4,255.4,1005.831664,2.5535
ARML15,276.1,276.1,971.480837,2.761
ARML25,304.5,304.5,960.388395,3.0451
ARML26,284.7,284.7,965.218691,2.8474
ARTRA1,159.8,159.8,343.306994,1.5976
ARTRA4,208.0,208.0,1045.985941,2.0804
ARTRA5,213.8,213.8,1020.828684,2.138
ASAI18,136.7,136.7,1071.50731,1.3668
ASAI19,175.7,175.7,1012.455515,1.7571
ASAI22,177.4,177.4,1002.974937,1.7743
ASAI28,181.6,181.6,1067.873562,1.8159
ASAIA0,187.2,187.2,1048.544692,1.8725
ASAIA1,190.8,190.8,1007.17303,1.9079
ASAIA2,190.9,190.9,1049.327554,1.9089
ASAIA3,185.0,185.0,1052.703205,1.8496
AURE13,87.6,87.6,1004.359277,0.8758
AZZA11,145.3,145.3,1015.357461,1.4532
AZZA12,165.1,165.1,1026.353246,1.6512
BCBF16,386.0,386.0,665.637885,3.8603
BCPSA4,38.2,38.2,1042.68451,0.382
BCPSA6,42.8,42.8,1017.782959,0.4284
BKBR19,165.8,165.8,506.583899,1.6582
BRIT11,104.4,104.4,695.768731,1.0439
BRIT12,137.5,137.5,1060.734351,1.3747
BRKMA6,,,482.344563,
BRKMA8,,,479.968461,
BRKMB6,,,490.523407,
BRKMB8,,,480.753359,
BRKPA0,245.5,245.5,396.249485,2.4546
BRKPA2,275.5,275.5,1052.153509,2.7548
BRKPA3,274.9,274.9,1044.906085,2.749
BRKPA4,284.3,284.3,984.598773,2.8433
BRMLA1,50.9,50.9,1039.608284,0.5086
BRMLB1,63.4,63.4,1050.883453,0.634
BRST14,159.9,159.9,996.302499,1.5995
BSA312,54.4,54.4,10082.762115,0.5442
BSA318,38.6,38.6,1073.302319,0.3863
BSA319,58.6,58.6,1052.677897,0.5862
BSA3A0,38.7,38.7,1026.187728,0.3874
BTGH18,118.9,118.9,1074.943052,1.1889
CAEC13,175.3,175.3,1026.92125,1.7534
CAEC22,126.3,126.3,1088.04107,1.2634
CAEC32,147.1,147.1,1104.102328,1.4706
CAMLA1,165.3,165.3,1006.60387,1.653
CAMLB1,164.5,164.5,1006.738629,1.6451
CASN13,258.0,258.0,838.364983,2.58
CASN14,326.7,326.7,984.167483,3.2672
CBAN22,101.5,101.5,911.621666,1.0153
CBOH11,156.9,156.9,1015.183771,1.5692
CBRDB8,,,,
CCROA7,45.6,45.6,1057.434528,0.4559
CDAR11,164.3,164.3,1025.355288,1.643
CDES12,136.8,136.8,1038.282589,1.3682
CDGS26,86.2,86.2,1060.911404,0.8624
CEAB13,109.2,109.2,1061.438347,1.0925
CEAB14,105.2,105.2,1020.960946,1.052
CEAB22,95.5,95.5,511.589999,0.9545
CEBD14,115.6,115.6,1042.787828,1.1558
CEBD25,100.4,100.4,1079.67424,1.0043
CEEBA3,92.8,92.8,1015.940285,0.9283
CEEBA6,152.4,152.4,1048.126503,1.5239
CEEBA7,73.2,73.2,1011.965295,0.7325
CEEBA8,65.5,65.5,1073.279606,0.6547
CEEBB3,109.3,109.3,1021.125767,1.0928
CEEBB4,91.5,91.5,1030.414123,0.9155
CEEBB8,80.2,80.2,1076.679425,0.802
CEED16,64.4,64.4,1052.515006,0.6442
CEED18,63.6,63.6,1026.934904,0.6362
CEED28,,,,
CEEDA0,79.0,79.0,1008.273677,0.7901
CEMTE2,76.9,76.9,1071.241189,0.7691
CEPEA1,91.0,91.0,1016.263429,0.9105
CEPEA3,77.6,77.6,1011.015349,0.7763
CEPEA4,88.3,88.3,1032.624952,0.8827
