codigo,spread_bps,spread_bruto_bps,pu,taxa
AALM12,72.2,72.2,1071.979018,0.7225
ABSP12,148.9,148.9,1049.447223,1.4894
ACOV15,155.3,155.3,1012.004827,1.5526
ADPA21,232.8,232.8,1027.663198,2.3282
AEGE16,490.6,490.6,1039.096154,4.9056
AEGE17,522.0,522.0,955.626103,5.2204
AEGP17,174.9,174.9,351.053266,1.7487
AEGP19,258.2,258.2,1045.873788,2.5819
AEGPA4,278.4,278.4,1052.343881,2.7835
AEGPA9,304.5,304.5,1013.332001,3.0452
AEGPB3,319.9,319.9,1023.572396,3.1989
AEGPB5,331.5,331.5,975.440285,3.3148
AEGPB7,228.0,228.0,1075.931584,2.2803
AERI11,,,118.730377,
AERI12,,,155.85025,
AESLA8,44.8,44.8,1023.551123,0.4481
AGAU13,468.9,468.9,535.793337,4.689
AGPI11,,,,
ALGAA2,106.8,106.8,1017.689346,1.0683
ALGTA5,105.2,105.2,1013.034924,1.0518
ALGTA6,110.2,110.2,1075.079318,1.1024
ALPA22,97.8,97.8,1035.512279,0.9775
AMBP16,,,160.691451,
ANHBA5,52.0,52.0,1034.329168,0.5205
ANHBA6,56.3,56.3,1006.288102,0.5632
ANIM15,200.7,200.7,775.743269,2.0069
ANIM17,226.1,226.1,1022.171988,2.261
ANIM18,249.6,249.6,1023.956491,2.4964
APFL18,140.2,140.2,1008.863027,1.4017
APPSB2,139.6,139.6,669.195131,1.3964
APRB28,63.4,63.4,316.714267,0.6341
ARML13,217.4,217.4,1043.975226,2.1736
ARML14,282.2,282.2,1031.995713,2.8224
ARML15,289.3,289.3,1001.190464,2.8934
ARML25,323.9,323.9,987.138937,3.2393
ARML26,330.5,330.5,985.568175,3.3054
ARTRA1,160.2,160.2,354.434921,1.6015
ARTRA4,217.2,217.2,1080.147514,2.1718
ARTRA5,224.7,224.7,1053.545897,2.2467
ASAI18,134.7,134.7,1026.314723,1.3471
ASAI19,173.3,173.3,1046.097188,1.7328
ASAI22,162.5,162.5,1037.655011,1.6246
ASAI28,177.0,177.0,1023.725079,1.7698
ASAIA0,182.5,182.5,1007.564026,1.8251
ASAIA1,187.2,187.2,1041.311671,1.8724
ASAIA2,188.5,188.5,1007.546075,1.8853
ASAIA3,186.7,186.7,1009.996764,1.867
AURE13,79.6,79.6,1037.929311,0.7961
AZZA11,135.1,135.1,1050.594839,1.3509
AZZA12,157.9,157.9,1061.777524,1.5792
AZZA13,187.1,187.1,992.193222,1.8709
BCBF16,455.4,455.4,687.681557,4.5541
BCPSA4,26.9,26.9,1074.332328,0.2692
BCPSA6,37.1,37.1,1049.303623,0.3712
BKBR19,148.8,148.8,523.667965,1.4878
BRIT11,94.1,94.1,717.859011,0.9414
BRIT12,128.5,128.5,1018.7667,1.2853
BRKMA6,,,449.51614,
BRKMA8,,,459.152785,
BRKMB6,,,456.609952,
BRKMB8,,,462.602686,
BRKPA0,210.6,210.6,410.735803,2.1064
BRKPA2,251.3,251.3,1094.060041,2.5126
BRKPA3,251.0,251.0,1087.267781,2.5097
BRKPA4,260.3,260.3,1026.589651,2.6027
BRKPA5,206.2,206.2,1055.79869,2.0615
BRMLA1,41.7,41.7,1073.995276,0.4174
BRMLB1,53.4,53.4,1087.295002,0.5341
BRST14,155.0,155.0,1030.073597,1.55
BSA312,41.9,41.9,10420.18637,0.4193
BSA318,33.3,33.3,1032.036225,0.333
BSA319,49.4,49.4,1014.552392,0.4941
BSA3A0,36.6,36.6,1057.379682,0.3659
BTGH18,108.2,108.2,1032.650617,1.0816
CAEC13,136.6,136.6,1074.914804,1.3661
CAEC22,119.0,119.0,1042.069561,1.1898
CAEC32,136.6,136.6,1059.439917,1.3656
CAMLA1,171.0,171.0,1038.49099,1.7104
CAMLB1,170.0,170.0,1038.646495,1.7003
CASN13,259.7,259.7,786.827711,2.5974
CASN14,173.5,173.5,1020.009107,1.7354
CBAN22,80.3,80.3,873.224862,0.8029
CBOH11,147.0,147.0,1010.514163,1.4696
CBRDB8,,,,
CCROA7,36.1,36.1,1016.665843,0.3608
CDAR11,155.3,155.3,1059.265036,1.5529
CDES12,140.0,140.0,1001.74254,1.4
