codigo,spread_bps,spread_bruto_bps,pu,taxa
AALM12,80.7,80.7,1095.38486,0.8065
AALR13,,,239.600587,
ABSP12,160.6,160.6,1073.337298,1.6063
ADPA21,255.3,255.3,1080.111483,2.5534
AEGE16,349.7,349.7,1021.621225,3.4968
AEGE17,352.2,352.2,1042.46283,3.5218
AEGP17,187.1,187.1,716.817504,1.8706
AEGP19,190.3,190.3,1075.899508,1.9026
AEGPA4,233.1,233.1,1083.257394,2.3313
AEGPA9,265.4,265.4,1042.422893,2.6545
AEGPB3,249.3,249.3,988.199505,2.4932
AEGPB5,241.3,241.3,1021.040162,2.4127
AEGPB7,236.6,236.6,1014.591496,2.3662
AERI11,,,116.630339,
AERI12,,,166.390071,
AESLA8,57.1,57.1,1004.277953,0.5711
AGAU13,440.1,440.1,502.967805,4.4005
AGPI11,179.1,179.1,1038.844198,1.7909
ALGAA2,109.8,109.8,1038.180251,1.0976
ALGTA5,111.7,111.7,1030.122887,1.1166
ALGTA6,117.5,117.5,1016.496099,1.1746
ALPA22,74.8,74.8,1062.833775,0.7475
ALTF11,85.4,85.4,520.790512,0.8535
AMBP16,,,156.38455,
ANHBA5,67.6,67.6,1047.890297,0.6759
ANHBA6,66.8,66.8,1020.279775,0.6681
ANIM15,160.0,160.0,1060.490698,1.5996
ANIM17,165.8,165.8,1053.566087,1.6581
ANIM18,175.6,175.6,1049.772774,1.7564
APPSB2,129.6,129.6,634.802936,1.296
APRB28,74.7,74.7,429.904987,0.7469
ARML13,184.3,184.3,1073.509262,1.8431
ARML14,206.6,206.6,998.52546,2.0657
ARML15,231.7,231.7,963.768322,2.317
ARML25,284.5,284.5,944.932187,2.8449
ARML26,284.8,284.8,1015.558592,2.8484
ARTRA1,120.4,120.4,336.731932,1.2038
ARTRA4,171.1,171.1,1026.263292,1.7114
ARTRA5,169.2,169.2,1087.320276,1.6915
ASAI18,371.0,371.0,1011.765716,3.7101
ASAI19,364.1,364.1,951.132957,3.6412
ASAI22,302.0,302.0,1038.629641,3.0199
ASAI28,366.7,366.7,1002.230129,3.6671
ASAIA0,302.9,302.9,998.975834,3.0286
ASAIA1,335.2,335.2,949.99316,3.3518
ASAIA2,338.2,338.2,984.380683,3.3825
ASAIA3,364.5,364.5,984.297134,3.6446
AURE13,93.4,93.4,1053.720852,0.9342
AZZA11,123.6,123.6,1076.366155,1.2361
AZZA12,147.0,147.0,1008.449051,1.4702
BCBF16,1015.4,1015.4,664.288433,10.1542
BCPSA4,48.8,48.8,1020.018901,0.4878
BCPSA6,42.5,42.5,1069.607568,0.425
BKBR19,174.5,174.5,1067.393611,1.7451
BRIT11,127.8,127.8,679.230146,1.2785
BRIT12,117.5,117.5,1042.389674,1.1751
BRKMA6,,,443.493507,
BRKMA8,,,437.172606,
BRKMB6,,,439.302498,
BRKMB8,,,447.735078,
BRKPA0,169.8,169.8,418.104234,1.6985
BRKPA2,215.3,215.3,1040.997037,2.1526
BRKPA3,211.4,211.4,1036.721429,2.1136
BRKPA4,205.0,205.0,1059.528105,2.0502
BRMLA1,60.2,60.2,1014.318026,0.6022
BRMLB1,76.6,76.6,1022.318103,0.7657
BRST14,144.2,144.2,1052.809196,1.4421
BSA312,77.2,77.2,10516.573188,0.7716
BSA318,50.6,50.6,1048.641159,0.5064
BSA319,60.3,60.3,1029.868348,0.6027
BSA3A0,46.1,46.1,1002.45874,0.4613
BTGH18,113.2,113.2,1052.562248,1.1319
CAEC13,166.5,166.5,1006.826054,1.665
CAEC22,129.4,129.4,1063.322446,1.2935
CAEC32,168.9,168.9,1071.937226,1.6895
CAMLA1,130.7,130.7,1066.895994,1.3072
CAMLB1,132.1,132.1,1066.638444,1.3212
CASN13,244.3,244.3,899.570118,2.443
CASN14,266.9,266.9,997.025279,2.669
CBAN22,89.4,89.4,895.404362,0.8942
CBOH11,155.5,155.5,1016.661325,1.555
CBRDA8,,,160.423278,
CBRDB8,,,297.763502,
CCROA7,57.3,57.3,1032.950131,0.5726
CDAR11,171.1,171.1,1082.518042,1.7108
CEAB13,123.0,123.0,1036.521511,1.2305
CEAB14,100.0,100.0,999.777122,1.0
CEAB22,97.3,97.3,805.25964,0.9727
CEBD14,132.0,132.0,1017.069941,1.3199
CEBD25,100.7,100.7,1056.134384,1.0067
CEEBA3,99.9,99.9,1070.528996,0.9993
CEEBA6,157.5,157.5,1023.480711,1.5747
CEEBA7,116.1,116.1,1053.758423,1.1614
CEEBA8,74.9,74.9,1047.967925,0.749
CEEBB3,118.4,118.4,1074.864004,1.1842
CEEBB4,94.2,94.2,1086.298133,0.9416
CEEBB8,107.9,107.9,1043.827384,1.0787
CEED16,79.9,79.9,1025.924219,0.7993
CEED18,80.4,80.4,999.877919,0.8039
CEEDA0,86.0,86.0,1050.590613,0.8601
CEMTE2,67.2,67.2,1050.169269,0.6719
CEPEA1,93.6,93.6,1071.383526,0.9358
CEPEA3,94.4,94.4,1058.663584,0.9442
CEPEA4,83.3,83.3,1011.595509,0.8326
CEPEB1,96.6,96.6,1079.961155,0.9662
CEPEB2,121.8,121.8,1080.239261,1.2177
CERO19,75.3,75.3,1068.877276,0.7526
CEROA2,88.5,88.5,1042.736561,0.885
CEROB2,101.5,101.5,1044.427521,1.0151
CESE22,101.3,101.3,768.067943,1.0129
CESPA4,93.5,93.5,1001.389218,0.9354
CGASA3,50.4,50.4,1049.684999,0.504
CGBP14,85.5,85.5,936.34696,0.8547
CGOS15,84.1,84.1,1006.895321,0.8409
CGOS17,81.2,81.2,1024.15226,0.8121
CGOS18,80.6,80.6,1009.530042,0.8057
CGOS19,88.0,88.0,1050.902644,0.8805
CGOSA1,93.4,93.4,1047.74922,0.934
CHSF12,74.3,74.3,1069.127149,0.7428
CHSF14,81.0,81.0,1005.640129,0.8099
CHSF24,91.5,91.5,1010.516535,0.9148
CHTH11,61.0,61.0,1034.562474,0.6101
CIEL17,41.7,41.7,1040.42668,0.4166
CIEL18,56.8,56.8,1053.323474,0.5679
CIEL19,57.0,57.0,1055.456944,0.5698
CLCD16,98.5,98.5,1064.760914,0.9854
CLCD17,92.4,92.4,1028.903694,0.9242
CLII12,178.7,178.7,1049.103454,1.7871
CLIS11,177.7,177.7,1041.629797,1.7765
CLMOA4,93.4,93.4,1048.834931,0.9337
CMGD18,87.9,87.9,1047.298574,0.8786
CMGD19,150.2,150.2,528.613046,1.5019
CMGDA0,57.3,57.3,1019.36062,0.5727
CMGDA1,79.2,79.2,995.104612,0.7919
CMGDA2,79.0,79.0,1006.822608,0.7897
CMGDA3,56.3,56.3,1067.639425,0.563
CMGDB3,69.3,69.3,1070.406579,0.6932
CMGTA0,73.0,73.0,1001.488732,0.7298
CMPH14,,,437.42992,
CMTR19,76.5,76.5,698.852534,0.765
COCEA2,96.5,96.5,1056.535209,0.9654
COGNA4,143.8,143.8,1057.69702,1.4383
COGNA5,135.8,135.8,1010.127419,1.3579
COGNB2,140.9,140.9,1059.074016,1.4092
COLNA3,96.0,96.0,1022.384096,0.9595
COMR16,186.9,186.9,1075.86921,1.8687
CPFGA3,85.5,85.5,996.754938,0.8554
CPFPA6,69.1,69.1,532.97052,0.6906
CPFPA8,75.0,75.0,999.912586,0.7505
CPFPB8,70.6,70.6,1002.103252,0.7063
CPGT17,88.0,88.0,535.796317,0.8796
CPGT18,90.4,90.4,1042.202874,0.9043
CPGT19,53.3,53.3,1066.411338,0.5334
CPGT29,67.8,67.8,1067.972123,0.6776
CPGTA0,55.6,55.6,1015.135547,0.5561
CPGTB0,82.9,82.9,1013.126545,0.8288
CPLD19,65.1,65.1,1049.614607,0.6511
CPLD27,89.0,89.0,1056.83209,0.8905
CPLD38,134.8,134.8,1061.869842,1.3481
CPLDA0,57.0,57.0,1023.202579,0.57
CPLDB0,66.3,66.3,1023.851206,0.6627
CPREA0,70.0,70.0,1051.615899,0.7005
CPTE12,83.2,83.2,711.177087,0.8319
CSAN15,250.6,250.6,1069.554853,2.5057
CSAN18,255.9,255.9,1002.990131,2.5592
CSAN23,259.3,259.3,996.94245,2.5929
CSAN24,241.4,241.4,1042.969106,2.4139
CSANA0,234.9,234.9,1004.849713,2.3486
CSANA1,226.8,226.8,1001.903655,2.2684
CSANA2,238.4,238.4,1097.598567,2.3843
CSANB0,261.8,261.8,987.643699,2.6177
CSANB1,285.4,285.4,969.115133,2.8536
CSANB2,251.2,251.2,1096.592835,2.5118
CSANC1,303.5,303.5,949.077893,3.0346
CSANC2,245.4,245.4,1097.558312,2.4544
CSED12,105.6,105.6,1026.489184,1.0561
CSMGA7,89.9,89.9,891.947209,0.8991
CSMGA8,101.1,101.1,1007.978711,1.0108
CSMGA9,68.7,68.7,1035.126731,0.6869
CSMGB0,58.8,58.8,1014.907565,0.5878
CSMGB6,68.8,68.8,154.808644,0.6878
CSMGD1,59.5,59.5,1024.169258,0.5954
CSNAA1,2400.8,2400.8,752.758125,24.0078
CSNAA2,1552.0,1552.0,914.699722,15.5197
CSRNA2,95.5,95.5,1004.273113,0.9548
CTEE19,54.8,54.8,1092.627666,0.5483
CTNS25,100.8,100.8,1043.523471,1.0083
CTNSA2,69.0,69.0,1021.453302,0.6898
CVCB14,382.3,382.3,0.617785,3.8229
DASAA6,161.3,161.3,1067.816663,1.6126
DASAB4,160.6,160.6,1079.304346,1.6057
DASAB5,205.5,205.5,1055.322422,2.0547
DASAC2,274.0,274.0,1075.908458,2.7401
DASAC5,267.5,267.5,1040.941735,2.6748
DXCO13,79.8,79.8,1050.708053,0.798
EBENA2,56.0,56.0,342.979956,0.5597
EBENA4,77.0,77.0,701.981573,0.7701
EBENA6,58.4,58.4,1012.841041,0.5843
EBENA7,108.0,108.0,1030.825106,1.0803
EBENB1,64.7,64.7,1036.95679,0.6472
EBENC1,77.2,77.2,1036.004213,0.7716
ECOV17,83.9,83.9,1026.904543,0.8392
EDPR13,59.6,59.6,1035.250417,0.5961
EDVP18,52.9,52.9,1022.806615,0.5291
EEELA3,60.5,60.5,1003.441056,0.6054
EESG13,,,,
EGIED1,64.5,64.5,1059.387546,0.6449
EGIED2,50.0,50.0,1253.424889,0.4999
EGIEE1,88.5,88.5,1059.941595,0.8853
EKTR19,90.0,90.0,529.481768,0.8995
EKTR29,105.5,105.5,1069.542738,1.0548
EKTRA0,75.6,75.6,1071.365348,0.7562
EKTRA1,100.9,100.9,1031.938321,1.0089
EKTRA3,76.3,76.3,1074.481685,0.7627
EKTRB0,87.3,87.3,1079.400561,0.8727
ELET13,33.6,33.6,1071.634554,0.3355
ELET15,65.8,65.8,1071.285527,0.6583
ELET17,88.1,88.1,1039.561796,0.8807
ELET24,101.1,101.1,1013.657819,1.0112
ELET25,68.1,68.1,1078.970466,0.6812
ELET32,76.8,76.8,1053.787983,0.7675
ELFA12,,,435.550311,
ELPLA6,,,,
ELPLB8,177.0,177.0,1040.586614,1.7702
ELTN16,82.7,82.7,1004.972724,0.8269
ELTN19,85.9,85.9,1031.279639,0.8593
ELTN26,93.2,93.2,1009.685385,0.9323
ENERB5,69.5,69.5,1043.523996,0.6949
ENERC3,84.0,84.0,1007.628047,0.8399
ENEV38,92.5,92.5,1047.711419,0.9245
ENEV48,95.7,95.7,1069.586945,0.9565
ENEVA3,82.4,82.4,1042.927381,0.824
ENEVC0,59.1,59.1,1077.536599,0.5906
ENEVD0,76.3,76.3,1081.086181,0.7635
ENGIA7,51.7,51.7,1077.300093,0.5171
ENGIA8,51.9,51.9,1455.781855,0.5195
ENGIB1,75.9,75.9,1009.886433,0.7593
ENGIB5,44.1,44.1,1076.647455,0.441
ENGIB7,75.7,75.7,1090.843229,0.757
ENGIB8,56.0,56.0,1070.969767,0.56
ENGIC3,80.1,80.1,1011.645498,0.8014
ENGIC4,85.1,85.1,999.860711,0.8508
ENGIC5,66.3,66.3,1095.831748,0.6627
ENGIC6,56.2,56.2,1078.770373,0.5617
ENGIC9,76.5,76.5,1018.915201,0.7648
ENGID3,77.1,77.1,1019.19207,0.7715
ENMTA8,75.5,75.5,1065.815022,0.7548
ENMTB0,77.0,77.0,1009.59741,0.7696
ENMTB2,81.8,81.8,1039.844133,0.8183
ENMTC2,78.0,78.0,1047.281811,0.7796
ENMTC3,71.0,71.0,1001.270584,0.7095
EQMAA1,75.0,75.0,1057.640241,0.7504
EQPA17,76.7,76.7,1023.954816,0.7672
EQPAA0,83.5,83.5,996.91477,0.8349
EQTL17,66.3,66.3,1005.421897,0.6635
ERDVA2,224.3,224.3,1043.058261,2.2431
ERDVA3,165.1,165.1,1074.559825,1.6512
ERDVA6,92.8,92.8,1037.39546,0.9282
ERDVB3,124.9,124.9,1104.177057,1.2492
ESCEA3,61.3,61.3,1017.859301,0.613
ESCEA6,64.8,64.8,1036.348587,0.6481
ESCEB6,74.9,74.9,1034.126081,0.7494
ESSDA2,77.2,77.2,1009.516057,0.7725
EUFA17,132.0,132.0,1002.36493,1.3202
EUFA18,108.8,108.8,1002.498651,1.0884
EUFA19,121.5,121.5,1030.943602,1.2153
FLCLA4,49.3,49.3,1023.124326,0.4927
FLCLB1,46.8,46.8,1043.055908,0.4678
FLRY17,45.0,45.0,1074.613282,0.4504
FLRY18,75.6,75.6,1073.011085,0.7559
FLRY19,64.5,64.5,1048.93881,0.6445
FLRY25,70.5,70.5,697.677901,0.7055
FLRY27,85.3,85.3,1084.120213,0.8531
FLRY29,69.2,69.2,1050.726539,0.6922
FLRY36,60.3,60.3,1055.777379,0.6027
FLRYA0,56.8,56.8,1059.117391,0.5675
FLRYB0,69.8,69.8,1057.038019,0.6983
GGBRA7,59.7,59.7,1045.910714,0.5968
GGBRA8,57.5,57.5,1039.592728,0.575
GGBRA9,59.3,59.3,1046.605262,0.5934
GRRB14,52.2,52.2,5142.948216,0.5221
GSHC15,114.2,114.2,1077.008516,1.1418
GSHC17,200.8,200.8,1015.306134,2.008
GSTS13,199.6,199.6,360.666641,1.9957
GUAR17,108.1,108.1,1055.731072,1.0812
HAPV15,1008.5,1008.5,828.56469,10.0847
HAPV17,1008.2,1008.2,838.586572,10.0816
HAPV18,976.9,976.9,797.134785,9.7693
HAPV19,965.1,965.1,770.200027,9.6512
HAPV28,994.0,994.0,774.493526,9.9404
HAPVA0,946.0,946.0,771.029335,9.4602
HBSA12,135.3,135.3,1034.444567,1.3526
HBSA14,51.8,51.8,1040.385164,0.5181
HBSA22,140.0,140.0,1048.436021,1.3996
HGLB13,274.1,274.1,1086.190928,2.7409
HYPEA5,135.3,135.3,1079.16605,1.3532
HYPEA6,84.9,84.9,1079.686783,0.8487
HYPEA7,81.6,81.6,1051.186324,0.8156
HYPEA8,87.5,87.5,1057.7624,0.8753
HYPEA9,92.1,92.1,1027.358415,0.921
HYPEB1,89.6,89.6,1037.66527,0.8965
HYPEC0,99.1,99.1,1007.247956,0.9906
IGSN14,138.0,138.0,45.002359,1.3798
IGTAA3,93.6,93.6,986.525149,0.9364
IGTAB0,46.0,46.0,1100.96032,0.4601
IGTAB1,66.1,66.1,1053.44893,0.6611
INEL12,120.2,120.2,1063.252053,1.2024
IOCHA3,129.4,129.4,1083.310203,1.2939
IOCHA4,131.4,131.4,1071.293275,1.3137
IOCHA5,148.6,148.6,1021.46954,1.4861
IOCHA6,186.8,186.8,1034.648457,1.868
ISAED1,75.1,75.1,1025.080959,0.7512
ISPE12,240.4,240.4,1227.67577,2.4036
ISPE13,238.7,238.7,1162.639537,2.3871
ITSA17,70.4,70.4,1112.02241,0.7039
ITSA18,64.8,64.8,1076.971911,0.6478
JHSFA1,83.6,83.6,460.836139,0.8356
JHSFA3,139.6,139.6,882.382404,1.3961
JSLGA5,243.5,243.5,1076.407053,2.4348
JSMLA5,513.9,513.9,988.409884,5.1392
JSMLB3,186.1,186.1,527.744601,1.861
KLAS12,296.4,296.4,203.196618,2.9644
KRSA11,,,,
KRSA12,,,438.759258,
LCAMC2,163.4,163.4,1079.598601,1.6338
