codigo,spread_bps,spread_bruto_bps,pu,taxa
AALM12,69.2,69.2,1047.820592,0.6915
AALR13,,,,
ABSP12,151.2,151.2,1023.884169,1.5116
ACOV15,160.7,160.7,1060.465919,1.6067
ADPA21,308.1,308.1,1107.96473,3.0808
AEGE16,572.4,572.4,982.643638,5.7242
AEGE17,583.2,583.2,992.038041,5.8321
AEGP17,256.9,256.9,340.197507,2.5693
AEGP19,343.3,343.3,1008.953727,3.4326
AEGPA4,349.7,349.7,1015.862779,3.4971
AEGPA9,369.1,369.1,1055.122491,3.6912
AEGPB3,368.6,368.6,980.492884,3.6859
AEGPB5,375.3,375.3,1012.711091,3.7526
AEGPB7,304.1,304.1,1036.602564,3.0413
AERI11,,,117.01404,
AERI12,,,158.286729,
AESLA8,47.9,47.9,1034.958979,0.4787
AGAU13,471.0,471.0,520.011395,4.7099
AGPI11,,,,
ALGAA2,108.0,108.0,1069.065909,1.0799
ALGTA5,109.1,109.1,1061.363028,1.0909
ALGTA6,113.8,113.8,1048.08264,1.138
ALPA22,76.8,76.8,1092.69158,0.7682
ALTF11,62.4,62.4,516.284893,0.6243
AMBP16,,,,
ANHBA5,56.2,56.2,1009.583085,0.5622
ANHBA6,60.9,60.9,1051.912042,0.6094
ANIM15,147.4,147.4,762.910325,1.4743
ANIM17,148.7,148.7,1011.915716,1.487
ANIM18,153.5,153.5,1020.805601,1.535
APPSB2,139.9,139.9,653.000484,1.3995
APRB28,65.6,65.6,442.510457,0.656
ARML13,216.9,216.9,1017.579607,2.1689
ARML14,236.1,236.1,1020.181865,2.3612
ARML15,250.6,250.6,988.619257,2.5063
ARML25,297.3,297.3,972.09089,2.9733
ARML26,281.0,281.0,974.492914,2.8097
ARTRA1,157.8,157.8,345.822119,1.5779
ARTRA4,205.0,205.0,1054.041867,2.05
ARTRA5,213.0,213.0,1028.529635,2.1297
ASAI18,136.5,136.5,1079.10014,1.3646
ASAI19,176.4,176.4,1019.74677,1.7641
ASAI22,166.5,166.5,1011.682277,1.6654
ASAI28,183.0,183.0,1075.332834,1.83
ASAIA0,187.9,187.9,1056.201709,1.8786
ASAIA1,190.6,190.6,1014.75541,1.9057
ASAIA2,191.0,191.0,981.9632,1.9097
ASAIA3,190.1,190.1,984.200803,1.9008
AURE13,81.8,81.8,1013.277491,0.8177
AZZA11,152.2,152.2,1020.830467,1.5224
AZZA12,172.1,172.1,1031.93243,1.7211
BCBF16,414.2,414.2,669.739108,4.1421
BCPSA4,37.6,37.6,1049.613195,0.3765
BCPSA6,48.6,48.6,1023.333809,0.4859
BKBR19,157.6,157.6,510.580783,1.5764
BRIT11,110.4,110.4,700.306427,1.1036
BRIT12,139.2,139.2,1067.76102,1.3917
BRKMA6,,,519.486303,
BRKMA8,,,512.982866,
BRKMB6,,,511.753764,
BRKMB8,,,516.425144,
BRKPA0,244.0,244.0,399.303596,2.4398
BRKPA2,267.2,267.2,1062.031928,2.6717
BRKPA3,273.1,273.1,1053.386416,2.7309
BRKPA4,279.4,279.4,994.204778,2.7939
BRMLA1,47.8,47.8,1047.565776,0.4775
BRMLB1,59.0,59.0,1059.696317,0.59
BRST14,160.0,160.0,1003.530747,1.6
BSA312,45.3,45.3,10175.299315,0.4531
BSA318,36.2,36.2,1008.357847,0.3625
BSA319,53.4,53.4,1061.395795,0.5336
BSA3A0,38.1,38.1,1033.130499,0.3813
BTGH18,116.1,116.1,1082.979251,1.1615
CAEC13,159.8,159.8,1040.35039,1.5984
CAEC22,122.7,122.7,1096.260846,1.2274
CAEC32,145.2,145.2,1112.074978,1.4525
CAMLA1,166.9,166.9,1013.603463,1.6693
CAMLB1,163.6,163.6,1014.154913,1.6361
CASN13,258.9,258.9,844.561683,2.5887
CASN14,314.3,314.3,994.448312,3.1432
CBAN22,97.2,97.2,918.704444,0.9724
CBOH11,156.5,156.5,1009.557735,1.5649
CBRDB8,,,,
CCROA7,43.4,43.4,1064.827134,0.4337
CDAR11,163.7,163.7,1032.785106,1.6373
CDES12,140.0,140.0,1044.533198,1.4
CDGS26,78.8,78.8,1070.706085,0.7884
CEAB13,105.5,105.5,1069.193139,1.0553
CEAB14,98.2,98.2,1029.460488,0.9816
CEAB22,84.5,84.5,515.801721,0.8449
CEAP15,78.3,78.3,1018.604394,0.7826
CEAP16,78.2,78.2,1046.76346,0.7817
CEBD14,118.1,118.1,1049.647452,1.1806
CEBD25,105.3,105.3,1085.93802,1.0533
CEEBA3,90.8,90.8,1022.994877,0.9075
CEEBA6,147.2,147.2,1056.560655,1.472
CEEBA7,67.4,67.4,1019.998121,0.6736
CEEBA8,63.3,63.3,1080.986384,0.6327
CEEBB3,108.2,108.2,1028.356297,1.0824
CEEBB4,87.8,87.8,1038.134938,0.8779
CEEBB8,71.8,71.8,1086.696348,0.7182
CEED16,62.8,62.8,1059.8978,0.6282
CEED18,61.7,61.7,1034.347343,0.6173
CEEDA0,78.0,78.0,1015.587639,0.7803
CEEDA1,83.9,83.9,1011.184754,0.8393
CEMTE2,75.8,75.8,1078.680208,0.7579
CEPEA1,91.0,91.0,1023.237072,0.9103
CEPEA3,74.3,74.3,1018.519288,0.7433
CEPEA4,89.5,89.5,1039.340262,0.8951
CEPEB1,92.5,92.5,1031.867338,0.9247
CEPEB2,108.2,108.2,1033.959419,1.0825
CERO19,59.4,59.4,1026.866992,0.5935
CEROA2,62.1,62.1,1080.473442,0.6212
CEROB2,72.1,72.1,1085.733968,0.7206
CESE22,77.0,77.0,792.659292,0.7701
CESPA4,85.5,85.5,1034.042078,0.8546
CGASA3,53.1,53.1,1007.465939,0.5308
CGASA5,67.8,67.8,1030.476939,0.6777
CGBP14,89.9,89.9,962.157711,0.8994
CGOS15,69.0,69.0,1039.518465,0.6898
CGOS17,63.7,63.7,1058.218605,0.637
CGOS18,65.6,65.6,1042.599209,0.6565
CGOS19,69.1,69.1,1014.584258,0.6906
CGOSA1,78.3,78.3,1015.476406,0.7833
CHSF12,58.7,58.7,1027.028152,0.5868
CHSF14,74.6,74.6,1037.110973,0.7456
CHSF24,85.5,85.5,1042.546759,0.855
CHTH11,75.5,75.5,1060.499662,0.7554
CIEL17,34.0,34.0,1070.760866,0.3395
CIEL18,45.9,45.9,1013.715178,0.4586
CIEL19,42.6,42.6,1017.61039,0.4259
CLCD16,83.4,83.4,1020.205979,0.8335
CLCD17,90.2,90.2,1059.607408,0.9018
CLCD18,79.5,79.5,1046.166609,0.7946
CLII12,188.4,188.4,993.816453,1.8842
CLIS11,171.1,171.1,1075.022835,1.711
CLMOA4,88.6,88.6,1007.030735,0.886
CMGD18,75.6,75.6,1078.905357,0.756
CMGDA0,55.6,55.6,1048.621295,0.5564
CMGDA1,69.4,69.4,1027.406411,0.6942
CMGDA2,71.5,71.5,1038.647149,0.7152
CMGDA3,58.2,58.2,1021.991778,0.5821
CMGDB3,70.7,70.7,1024.201666,0.7067
CMGTA0,57.6,57.6,1034.393806,0.5759
CMPH14,,,423.055864,
CMTR19,66.7,66.7,719.612826,0.667
CNLM17,76.5,76.5,1028.563263,0.7649
COCEA2,107.1,107.1,1009.974624,1.0713
COGNA4,125.0,125.0,1016.829271,1.2504
COGNA5,107.5,107.5,1046.452457,1.0745
COGNB2,119.8,119.8,1017.889646,1.198
COLNA3,85.8,85.8,1055.586656,0.8575
CPFGA3,61.2,61.2,1034.192782,0.6119
CPFPA6,49.8,49.8,471.457584,0.4982
CPFPA8,48.0,48.0,1034.936098,0.4797
CPFPB8,58.3,58.3,1035.198588,0.5828
CPGT17,80.6,80.6,511.781562,0.8064
CPGT18,73.1,73.1,1076.830765,0.7307
CPGT19,58.1,58.1,1020.75652,0.5806
CPGT29,72.2,72.2,1021.100464,0.7221
CPGT39,95.2,95.2,1022.548233,0.9522
CPGTA0,51.2,51.2,1044.799348,0.5122
CPGTB0,81.5,81.5,1042.995379,0.815
CPLD19,71.8,71.8,1005.379765,0.718
CPLD27,88.1,88.1,506.863404,0.8808
CPLD38,142.3,142.3,1092.27915,1.423
CPLDA0,61.3,61.3,1051.227396,0.6131
CPLDB0,74.5,74.5,1049.927492,0.7449
CPREA0,69.5,69.5,1081.826558,0.6949
CPTE12,93.4,93.4,730.0106,0.9336
CSAN15,218.5,218.5,1024.526897,2.1853
CSAN18,183.6,183.6,1057.714427,1.8358
CSAN23,176.5,176.5,1054.923775,1.7648
CSAN24,200.5,200.5,1011.100689,2.0051
CSANA0,158.1,158.1,1053.33972,1.5806
CSANA1,150.6,150.6,1061.501952,1.5064
CSANA2,194.1,194.1,1145.773139,1.9411
CSANB0,185.8,185.8,1052.546452,1.8578
CSANB1,225.0,225.0,1017.875752,2.2498
CSANB2,175.7,175.7,1155.166443,1.7566
CSANC1,235.4,235.4,1012.860745,2.3536
CSANC2,184.6,184.6,1157.661828,1.8458
CSED12,110.6,110.6,1055.499124,1.1059
CSMGA7,80.9,80.9,919.044119,0.8092
CSMGA8,92.3,92.3,1039.131563,0.9226
