codigo,cnpj,fundo,tipo,vl_pos,vl_compra,vl_venda
CMGDA3,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,1145078.96,0.0,0.0
CMGDB3,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,2077918.8,0.0,0.0
CMGTA0,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,1373174.63,0.0,0.0
CMGTA2,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,16924173.36,0.0,0.0
CPFPA8,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,3499124.43,0.0,0.0
CPGT17,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,303242.09,0.0,0.0
CPGT18,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,10352145.54,0.0,0.0
CPGTA0,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,606600.79,0.0,0.0
CPLD19,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,8395961.05,0.0,0.0
CPLD27,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,1170527.38,0.0,0.0
CPLDA0,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,10338567.41,0.0,0.0
CPLDB0,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,363609.77,0.0,0.0
CSMGA7,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,320603.25,0.0,0.0
CSMGA8,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,2737207.93,0.0,0.0
CSMGA9,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,2938521.72,0.0,0.0
CSMGB9,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,4182154.75,0.0,0.0
CSMGE1,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,2663039.49,0.0,0.0
EBENA6,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,13687247.77,0.0,0.0
EBENA7,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,10179399.81,0.0,0.0
EGIED1,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,6278043.92,0.0,0.0
EKTRA0,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,114974.55,0.0,0.0
EKTRB0,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,405229.2,0.0,0.0
ELET15,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,14700.58,0.0,0.0
ELET24,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,2033812.41,0.0,0.0
ELET25,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,356333.86,0.0,0.0
ENEVA3,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,19926400.18,0.0,0.0
ENGIC4,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,31472011.41,0.0,0.0
EQPAA0,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,594155.33,0.0,0.0
EQTL17,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,12271397.75,0.0,0.0
ESCEA3,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,29518155.05,0.0,0.0
ESCEA4,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,4357824.18,0.0,0.0
FENS12,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,7631964.63,0.0,0.0
FLRY18,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,5111332.86,0.0,0.0
FLRY27,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,1385470.84,0.0,0.0
FLRYA0,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,3759283.46,0.0,0.0
FLRYB0,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,2638204.88,0.0,0.0
GGBRA7,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,18670801.1,0.0,0.0
GGBRA8,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,13792042.6,0.0,0.0
GGBRA9,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,7744918.3,0.0,0.0
HBSA14,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,7595725.84,0.0,0.0
HBSA24,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,8443026.78,0.0,0.0
HYPEA6,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,3224246.7,0.0,0.0
HYPEA7,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,586506.94,0.0,0.0
HYPEA9,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,7617403.26,0.0,0.0
HYPEB1,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,921141.58,0.0,0.0
HYPEC0,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,23081734.41,0.0,0.0
IGTAB0,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,9749769.36,0.0,0.0
ISAEB1,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,22600672.85,0.0,0.0
ISAEC1,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,2175740.51,0.0,0.0
ISAED1,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,9293757.14,0.0,0.0
KLBNA2,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,10740261.3,0.0,0.0
MULTB5,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,3790332.82,0.0,0.0
NIGP12,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,3398967.28,0.0,0.0
NTSD16,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,5489109.47,0.0,0.0
NTSD18,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,1184718.96,0.0,0.0
NTSD26,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,26639152.96,0.0,0.0
PALFA4,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,115130.21,0.0,0.0
PALFA5,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,7114110.93,0.0,0.0
PALFA6,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,47868133.14,0.0,0.0
PALFA8,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,1637829.87,0.0,0.0
PASS14,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,9806421.9,0.0,0.0
PRLG17,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,7809716.86,0.0,0.0
RADLA1,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,9288235.05,0.0,0.0
RDORA5,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,238834.33,0.0,0.0
RDORB3,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,352543.77,0.0,0.0
RDORB5,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,2168747.32,0.0,0.0
RDORB9,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,3887830.45,0.0,0.0
RDORC4,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,23916625.73,0.0,0.0
RDORC9,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,1701239.13,0.0,0.0
RDORD3,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,616319.79,0.0,0.0
RDORD7,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,8615551.09,0.0,0.0
RDORE4,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,910892.82,0.0,0.0
RDORH6,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,7114859.36,0.0,0.0
RENTA5,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,904662.03,0.0,0.0
RENTD0,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,709042.74,0.0,0.0
RENTD9,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,3676080.03,0.0,0.0
RENTE2,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,28974.03,0.0,0.0
RENTE3,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,4510460.29,0.0,0.0
RENTE4,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,9819708.05,0.0,0.0
SBSPB1,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,3632428.89,0.0,0.0
SBSPC1,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,4466349.62,0.0,0.0
SBSPD2,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,16381877.62,0.0,0.0
SBSPD3,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,2276102.96,0.0,0.0
SBSPD7,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,4439869.38,0.0,0.0
SUZBA1,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,7525910.79,0.0,0.0
SUZBB1,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,18876591.09,0.0,0.0
TAEEA1,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,8531834.66,0.0,0.0
TAEEA5,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,46336100.27,0.0,0.0
TAEEA6,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,2866264.29,0.0,0.0
TAEEC1,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,94767.79,0.0,0.0
TBSP12,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,19191906.14,0.0,0.0
TBSP22,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,4292836.25,0.0,0.0
TFLEA7,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,2002914.47,0.0,0.0
TFLEA9,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,8774348.94,0.0,0.0
TOTS15,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,31819588.67,0.0,0.0
VEBMA8,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,4122065.92,0.0,0.0
VEBMA9,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,14179880.93,0.0,0.0
VEBMB0,00.832.435/0001-00,ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA,Debênture simples,9621152.81,0.0,0.0
CPGT17,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,17974934.32,0.0,0.0
EKTRA0,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,11559116.09,0.0,0.0
RDORB9,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,31326872.89,0.0,0.0
VBBR15,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,31656940.44,0.0,0.0
PASS24,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,102318589.22,0.0,0.0
IOCHA3,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,52811635.95,0.0,0.0
BSA312,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,22161849.7,0.0,0.0
HYPEA8,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,125045671.44,0.0,0.0
CPFPA6,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,40956504.38,0.0,0.0
PALFA4,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,54823985.87,0.0,0.0
VBBR16,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,35954344.89,0.0,0.0
CEED16,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,54131062.19,0.0,0.0
CGOS17,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,59994453.07,0.0,0.0
ANHBA5,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,65025146.45,0.0,0.0
BSA319,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,50611748.85,0.0,0.0
CIEL18,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,145363833.7,0.0,0.0
EKTRA4,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,32227768.44,0.0,0.0
CEEBA8,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,35998109.65,0.0,0.0
CMGTA2,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,40872244.93,0.0,0.0
AESLA8,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,31149569.33,0.0,0.0
CPFGA3,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,25513378.88,0.0,0.0
CPFPA8,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,58216624.75,0.0,0.0
PALFA5,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,20419375.68,0.0,0.0
SBSPD2,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,121409838.57,0.0,0.0
CPGT19,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,71058079.87,0.0,0.0
GGBRA8,00.852.311/0001-89,BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA,Debênture simples,33065336.85,0.0,0.0
