ANBIMA - Associação Brasileira das Entidades dos Mercados Financeiro e de Capitais

Titulo@Data Referencia@Codigo SELIC@Data Base/Emissao@Data Vencimento@Tx. Compra@Tx. Venda@Tx. Indicativas@PU@Desvio padrao@Interv. Ind. Inf. (D0)@Interv. Ind. Sup. (D0)@Interv. Ind. Inf. (D+1)@Interv. Ind. Sup. (D+1)@Criterio
LTN@20260619@100000@20230106@20260701@14,2643@14,2475@14,252@995,779207@0@14,0889@14,4628@14,0896@14,4689@Calculado
LTN@20260619@100000@20240705@20261001@13,8933@13,8366@13,8621@963,09235@0,00799772262835@13,7099@13,992@13,7088@13,9882@Calculado
LTN@20260619@100000@20250110@20270401@14,2532@14,2194@14,2336@902,149593@0,00629260217239@13,8907@14,5653@13,926@14,5979@Calculado
LTN@20260619@100000@20230707@20270701@14,4486@14,4356@14,4417@871,005375@0,00043204937218@13,9915@14,8034@14,062@14,8717@Calculado
LTN@20260619@100000@20250704@20271001@14,6419@14,632@14,6387@839,367989@0,0011720180758@14,1396@15,0532@14,2003@15,1127@Calculado
LTN@20260619@100000@20240105@20280101@14,6992@14,6839@14,694@810,585387@0,00013867497972@14,1544@15,1219@14,2286@15,1954@Calculado
LTN@20260619@100000@20260109@20280401@14,7766@14,7623@14,769@782,362022@0@14,2027@15,1962@14,2878@15,2809@Calculado
LTN@20260619@100000@20240705@20280701@14,8525@14,84@14,8466@755,670259@0,00283945704845@14,2732@15,2757@14,3577@15,3601@Calculado
LTN@20260619@100000@20220211@20290101@14,9717@14,9606@14,9655@704,076387@0,00120041415353@14,3797@15,4142@14,4757@15,5101@Calculado
LTN@20260619@100000@20250704@20290701@15,032@15,0222@15,0279@656,308246@0,00108761596623@14,4318@15,4723@14,5387@15,5792@Calculado
LTN@20260619@100000@20240105@20300101@15,0228@15,011@15,017@612,47978@0@14,425@15,4548@14,5398@15,5698@Calculado
LTN@20260619@100000@20250110@20320101@14,9815@14,9716@14,9765@463,88414@0@14,3739@15,3769@14,5164@15,5194@Calculado
NTN-C@20260619@770100@20000701@20310101@8,3723@8,0458@8,1503@7971,049877@0,12711539074435@7,5056@8,5371@7,4384@8,47@Calculado
LFT@20260619@210100@20000701@20260901@-0,0083@-0,0215@-0,0164@19253,669545@0,00188530609451@-0,0639@0,0175@-0,0632@0,0175@Calculado
LFT@20260619@210100@20000701@20270301@0,0119@0,0107@0,0112@19251,551711@0,00026045393067@-0,0271@0,0318@-0,0264@0,0316@Calculado
LFT@20260619@210100@20000701@20270901@0,0163@0,0141@0,0152@19249,510889@0,0003188062421@-0,0019@0,036@-0,0012@0,0354@Calculado
LFT@20260619@210100@20000701@20280301@0,0224@0,0209@0,0213@19246,103102@0,00021975363478@0,0042@0,0562@0,0047@0,0558@Calculado
LFT@20260619@210100@20000701@20280901@0,0338@0,0314@0,0325@19239,268275@0,00013847674895@0,0218@0,0555@0,0218@0,0555@Calculado
LFT@20260619@210100@20000701@20290301@0,0455@0,0431@0,0444@19230,180843@0,00006741995254@0,0293@0,0589@0,0293@0,059@Calculado
LFT@20260619@210100@20000701@20290901@0,0556@0,053@0,0543@19219,745698@0,0002587418791@0,0335@0,0663@0,0334@0,0663@Calculado
LFT@20260619@210100@20000701@20300301@0,0632@0,0607@0,0619@19209,34906@0,00016880971536@0,0406@0,0746@0,0404@0,0747@Calculado
LFT@20260619@210100@20000701@20300601@0,0666@0,0637@0,0652@19203,938957@0,00019541525017@0,0451@0,0783@0,0452@0,0782@Calculado
LFT@20260619@210100@20000701@20300901@0,071@0,0684@0,0699@19196,988612@0,00010307759213@0,0516@0,0797@0,0516@0,0797@Calculado
LFT@20260619@210100@20000701@20301201@0,0712@0,0679@0,0699@19193,638584@0,00004258145136@0,0568@0,0834@0,0568@0,0833@Calculado
LFT@20260619@210100@20000701@20310301@0,0755@0,0726@0,0742@19186,553467@0,00037136032367@0,0617@0,0886@0,0617@0,0886@Calculado
LFT@20260619@210100@20000701@20310601@0,0797@0,0766@0,0782@19179,295074@0,00019571430709@0,0662@0,0946@0,0661@0,0946@Calculado
LFT@20260619@210100@20000701@20310901@0,0822@0,0789@0,0807@19173,018584@0,00036650712135@0,0693@0,1026@0,0691@0,1027@Calculado
LFT@20260619@210100@20000701@20311201@0,0944@0,0909@0,0928@19156,537987@0,00020018371562@0,0809@0,1023@0,0809@0,1022@Calculado
LFT@20260619@210100@20000701@20320301@0,098@0,0955@0,0966@19148,124411@0,00030949872375@0,0847@0,1091@0,0848@0,109@Calculado
LFT@20260619@210100@20000701@20320601@0,111@0,1099@0,1103@19128,024243@0,00018725744311@0,0846@0,1201@0,0846@0,1202@Calculado
NTN-B@20260619@760199@20000715@20260815@11,1725@11,12@11,15@4791,627972@0@10,2398@12,1229@10,4034@12,3021@Calculado
NTN-B@20260619@760199@20000715@20270515@8,5885@8,5596@8,5733@4663,433871@0,00564099865183@8,2578@8,8069@8,3115@8,8616@Calculado
NTN-B@20260619@760199@20000715@20280815@8,985@8,9518@8,9683@4572,59243@0,0116639452605@8,4775@9,1204@8,6259@9,2683@Calculado
NTN-B@20260619@760199@20000715@20290515@8,8354@8,7984@8,8171@4445,752476@0,01216961031381@8,287@8,955@8,4695@9,1376@Calculado
NTN-B@20260619@760199@20000715@20300815@8,8916@8,8648@8,8766@4390,521296@0,00607105489186@8,378@8,9831@8,5545@9,1598@Calculado
NTN-B@20260619@760199@20000715@20310515@8,7884@8,76@8,7778@4274,746517@0,00637589650716@8,296@8,8651@8,4757@9,045@Calculado
NTN-B@20260619@760199@20000715@20320815@8,666@8,6382@8,652@4268,032602@0,00441026939993@8,2317@8,7674@8,3636@8,8995@Calculado
NTN-B@20260619@760199@20000715@20330515@8,5555@8,5274@8,538@4172,882514@0,01108005186811@8,1515@8,6644@8,2644@8,7776@Calculado
NTN-B@20260619@760199@20000715@20350515@8,2693@8,245@8,258@4129,02427@0,01507474788214@7,8868@8,3749@7,9948@8,4831@Calculado
NTN-B@20260619@760199@20000715@20370515@7,9903@7,951@7,9763@4121,396543@0,01572456373799@7,6495@8,1198@7,7221@8,1926@Calculado
NTN-B@20260619@760199@20000715@20400815@7,8562@7,8015@7,8262@4132,011914@0,02295407355438@7,5107@7,9605@7,5824@8,0326@Calculado
NTN-B@20260619@760199@20000715@20450515@7,69@7,6373@7,6656@4017,330868@0,00926253023693@7,375@7,8177@7,4302@7,8736@Calculado
NTN-B@20260619@760199@20000715@20500815@7,5859@7,5361@7,5659@4051,085097@0,00928388260266@7,2794@7,7188@7,3347@7,7752@Calculado
NTN-B@20260619@760199@20000715@20550515@7,4842@7,4381@7,4658@3981,256599@0,00669116874096@7,1914@7,6293@7,2365@7,6758@Calculado
NTN-B@20260619@760199@20000715@20600815@7,4815@7,4487@7,464@4015,526918@0,00921520268198@7,1868@7,6248@7,2352@7,675@Calculado
NTN-F@20260619@950199@20160115@20270101@14,1493@14,1128@14,1306@1025,718438@0,00051784336435@13,9108@14,3931@13,9231@14,4026@Calculado
NTN-F@20260619@950199@20180105@20290101@14,9615@14,9343@14,9489@951,169137@0,00005546990175@14,3691@15,3878@14,4659@15,4845@Calculado
NTN-F@20260619@950199@20200110@20310101@15,049@15,0383@15,0442@894,289983@0,00058473220366@14,4736@15,4535@14,6067@15,5867@Calculado
NTN-F@20260619@950199@20220107@20330101@14,9695@14,9607@14,9636@854,464726@0,00057586890001@14,3857@15,363@14,5189@15,496@Calculado
NTN-F@20260619@950199@20240105@20350101@14,8766@14,8594@14,8673@827,205564@0,00219693785529@14,2936@15,2634@14,4228@15,3921@Calculado
NTN-F@20260619@950199@20260109@20370101@14,803@14,7901@14,7967@806,550694@0,0005240467441@14,2365@15,205@14,3534@15,3215@Calculado
