ANBIMA - Associação Brasileira das Entidades dos Mercados Financeiro e de Capitais

Titulo@Data Referencia@Codigo SELIC@Data Base/Emissao@Data Vencimento@Tx. Compra@Tx. Venda@Tx. Indicativas@PU@Desvio padrao@Interv. Ind. Inf. (D0)@Interv. Ind. Sup. (D0)@Interv. Ind. Inf. (D+1)@Interv. Ind. Sup. (D+1)@Criterio
LTN@20260306@100000@20240105@20260401@14,6392@14,6214@14,633@990,292741@0@14,5173@14,8667@14,5492@14,9062@Calculado
LTN@20260306@100000@20230106@20260701@14,2405@14,2272@14,2359@959,134121@0,0027216452616@14,0881@14,3921@14,1706@14,4762@Calculado
LTN@20260306@100000@20240705@20261001@13,8797@13,8666@13,873@928,452231@0,00005546990175@13,5878@14,0629@13,7035@14,1747@Calculado
LTN@20260306@100000@20250110@20270401@13,451@13,4369@13,4446@875,331637@0,00201187649969@12,8803@13,6449@13,0641@13,8279@Calculado
LTN@20260306@100000@20230707@20270701@13,2686@13,2579@13,2622@849,941503@0,00044696779526@12,6596@13,4795@12,8359@13,6546@Calculado
LTN@20260306@100000@20250704@20271001@13,2533@13,2418@13,2475@823,240401@0,00100124921473@12,6003@13,4887@12,7936@13,6809@Calculado
LTN@20260306@100000@20240105@20280101@13,1778@13,1649@13,1718@798,998857@0,00162704998694@12,5127@13,4571@12,704@13,6476@Calculado
LTN@20260306@100000@20260109@20280401@13,2118@13,2006@13,2077@774,154013@0,00171239354706@12,5454@13,5292@12,7343@13,7175@Calculado
LTN@20260306@100000@20240705@20280701@13,227@13,2139@13,2205@751,056758@0,00155670592277@12,5478@13,5687@12,7359@13,7562@Calculado
LTN@20260306@100000@20220211@20290101@13,3464@13,336@13,3415@704,43418@0,00088204307718@12,6654@13,706@12,85@13,8904@Calculado
LTN@20260306@100000@20250704@20290701@13,486@13,4758@13,481@659,660164@0@12,8212@13,8572@12,997@14,033@Calculado
LTN@20260306@100000@20240105@20300101@13,586@13,576@13,5803@617,502328@0,00111803398875@12,9391@13,9583@13,1124@14,1319@Calculado
LTN@20260306@100000@20250110@20320101@13,912@13,9021@13,9062@470,796374@0,00087614210605@13,274@14,2794@13,4447@14,4501@Calculado
NTN-C@20260306@770100@20000701@20310101@8,034@7,9169@7,97@7553,633326@0,04341305836209@7,3107@8,2643@7,3786@8,3303@Calculado
LFT@20260306@210100@20000701@20260901@-0,0196@-0,0424@-0,0323@18532,619696@0,0031938482525@-0,0776@0,0157@-0,0742@0,0157@Calculado
LFT@20260306@210100@20000701@20270301@0,0065@0,0047@0,0052@18528,765516@0,00043690083543@-0,0469@0,0346@-0,0466@0,0334@Calculado
LFT@20260306@210100@20000701@20270901@0,0163@0,0129@0,0149@18525,615465@0,00002886728252@-0,0129@0,0496@-0,0152@0,0485@Calculado
LFT@20260306@210100@20000701@20280301@0,0302@0,0289@0,0295@18518,92624@0,00031796686934@0,0042@0,0713@0,0016@0,0693@Calculado
LFT@20260306@210100@20000701@20280901@0,0435@0,0416@0,0426@18510,143157@0,00036501409562@0,0358@0,07@0,0336@0,0677@Calculado
LFT@20260306@210100@20000701@20290301@0,0576@0,056@0,0568@18498,617677@0,00023736019043@0,0476@0,0777@0,0464@0,0751@Calculado
LFT@20260306@210100@20000701@20290901@0,0726@0,0712@0,0721@18483,441844@0,00040374067172@0,0621@0,0857@0,06@0,0849@Calculado
LFT@20260306@210100@20000701@20300301@0,0847@0,0817@0,0835@18468,673665@0,00064607916698@0,0696@0,0959@0,0688@0,0947@Calculado
LFT@20260306@210100@20000701@20300601@0,0916@0,089@0,0906@18459,39028@0,00034960293191@0,0705@0,1019@0,0695@0,1012@Calculado
LFT@20260306@210100@20000701@20300901@0,0967@0,0936@0,0958@18450,866613@0,00030205643512@0,0731@0,1066@0,0723@0,106@Calculado
LFT@20260306@210100@20000701@20301201@0,098@0,0946@0,097@18445,418878@0,00004264012195@0,0795@0,1077@0,0788@0,1073@Calculado
LFT@20260306@210100@20000701@20310301@0,1@0,0969@0,0984@18439,804376@0,00016035672733@0,0844@0,1092@0,084@0,1087@Calculado
LFT@20260306@210100@20000701@20310601@0,102@0,0993@0,1007@18433,15221@0,00037280949559@0,0881@0,1114@0,0877@0,1109@Calculado
LFT@20260306@210100@20000701@20310901@0,103@0,0996@0,1015@18427,630356@0,00042584018129@0,0897@0,1154@0,0892@0,1151@Calculado
LFT@20260306@210100@20000701@20311201@0,104@0,1006@0,1025@18421,849086@0,0005279136293@0,0902@0,1192@0,0897@0,1188@Calculado
LFT@20260306@210100@20000701@20320301@0,107@0,1057@0,1062@18413,232771@0,0001675954355@0,0931@0,1198@0,0927@0,1191@Calculado
NTN-B@20260306@760199@20000715@20260815@9,93@9,8996@9,9139@4560,780676@0,0032059607312@9,6689@10,7174@9,4784@10,5357@Calculado
NTN-B@20260306@760199@20000715@20270515@8,1924@8,1619@8,1732@4599,791085@0,00233072771039@7,902@8,4371@7,8824@8,4192@Calculado
NTN-B@20260306@760199@20000715@20280815@7,9656@7,9346@7,95@4449,441161@0@7,5797@8,253@7,6036@8,2766@Calculado
NTN-B@20260306@760199@20000715@20290515@7,8317@7,7996@7,8175@4487,291976@0,00694716905509@7,4007@8,059@7,4716@8,1302@Calculado
NTN-B@20260306@760199@20000715@20300815@7,8801@7,8485@7,8635@4337,898371@0,00696373311809@7,4781@8,0179@7,5489@8,089@Calculado
NTN-B@20260306@760199@20000715@20310515@7,8605@7,8255@7,8447@4369,623203@0,0055999533132@7,4742@7,9806@7,5498@8,0562@Calculado
NTN-B@20260306@760199@20000715@20320815@7,8426@7,807@7,8275@4236,819647@0,00338300249335@7,4809@7,957@7,5636@8,0398@Calculado
NTN-B@20260306@760199@20000715@20330515@7,8319@7,7922@7,811@4274,407128@0,00203949106397@7,4912@7,9505@7,5632@8,0224@Calculado
NTN-B@20260306@760199@20000715@20350515@7,7186@7,6852@7,7003@4221,666386@0,00885069462302@7,4234@7,8444@7,4874@7,9085@Calculado
NTN-B@20260306@760199@20000715@20370515@7,6265@7,587@7,6061@4181,907553@0,00797237878679@7,3677@7,7602@7,4186@7,8112@Calculado
NTN-B@20260306@760199@20000715@20400815@7,4779@7,442@7,4573@4076,74484@0,00832034074783@7,2307@7,5745@7,2974@7,6413@Calculado
NTN-B@20260306@760199@20000715@20450515@7,3243@7,2859@7,3002@4122,380182@0,00546169070435@7,0901@7,4196@7,1526@7,4823@Calculado
NTN-B@20260306@760199@20000715@20500815@7,2451@7,2158@7,2269@4024,027197@0,00440939838413@7,0348@7,3524@7,0903@7,4082@Calculado
NTN-B@20260306@760199@20000715@20550515@7,2313@7,1867@7,2044@4065,171999@0,00705036185809@7,0219@7,3328@7,0745@7,3856@Calculado
NTN-B@20260306@760199@20000715@20600815@7,2225@7,1921@7,2078@3964,569124@0,00358705437093@7,0298@7,3412@7,0775@7,3892@Calculado
NTN-F@20260306@950199@20160115@20270101@13,5969@13,5694@13,5852@991,9878@0,00338683726506@13,1528@13,8206@13,2991@13,9641@Calculado
NTN-F@20260306@950199@20180105@20290101@13,3498@13,3165@13,336@946,825981@0,00712244106048@12,6775@13,6993@12,8546@13,8762@Calculado
NTN-F@20260306@950199@20200110@20310101@13,8295@13,8163@13,8215@895,07546@0@13,2063@14,1853@13,3829@14,3618@Calculado
NTN-F@20260306@950199@20220107@20330101@13,9851@13,9739@13,9795@856,22323@0,00133909172949@13,3825@14,3563@13,535@14,5087@Calculado
NTN-F@20260306@950199@20240105@20350101@13,9823@13,963@13,9743@831,003279@0,00107968249036@13,3681@14,3325@13,5319@14,4962@Calculado
NTN-F@20260306@950199@20260109@20370101@14,0552@14,0385@14,047@807,812384@0,00121176769226@13,4425@14,402@13,6076@14,5669@Calculado
